Data values,Data values_sort,Data description,Data description_reference,Data description_sort,Data description_hierarchy,School,School_reference,School_sort,School_hierarchy,Category,Category_reference,Category_sort,Category_hierarchy,Notes
95,95,Number of pupils,NUM,1,,6814071 - Ysgol Gyfun Gymraeg Glantaf,6814071,1432,,Eligible for free school meals,fsm,1,,
125,125,Number of pupils,NUM,1,,6814071 - Ysgol Gyfun Gymraeg Glantaf,6814071,1432,,Eligible for free school meals or transitionally protected,fsmtp,2,,
"1,500",1500,Number of pupils,NUM,1,,6814071 - Ysgol Gyfun Gymraeg Glantaf,6814071,1432,,All pupils,all,3,,Total
150,150,Number of pupils,NUM,1,,6814072 - Ysgol Gyfun Gymraeg Plasmawr,6814072,1433,,Eligible for free school meals,fsm,1,,
175,175,Number of pupils,NUM,1,,6814072 - Ysgol Gyfun Gymraeg Plasmawr,6814072,1433,,Eligible for free school meals or transitionally protected,fsmtp,2,,
"1,180",1180,Number of pupils,NUM,1,,6814072 - Ysgol Gyfun Gymraeg Plasmawr,6814072,1433,,All pupils,all,3,,Total
150,150,Number of pupils,NUM,1,,6814074 - Ysgol Gyfun Gymraeg Bro Edern,6814074,1434,,Eligible for free school meals,fsm,1,,
210,210,Number of pupils,NUM,1,,6814074 - Ysgol Gyfun Gymraeg Bro Edern,6814074,1434,,Eligible for free school meals or transitionally protected,fsmtp,2,,
935,935,Number of pupils,NUM,1,,6814074 - Ysgol Gyfun Gymraeg Bro Edern,6814074,1434,,All pupils,all,3,,Total
585,585,Number of pupils,NUM,1,,6814075 - Cardiff West Community High School,6814075,1435,,Eligible for free school meals,fsm,1,,
710,710,Number of pupils,NUM,1,,6814075 - Cardiff West Community High School,6814075,1435,,Eligible for free school meals or transitionally protected,fsmtp,2,,
"1,060",1060,Number of pupils,NUM,1,,6814075 - Cardiff West Community High School,6814075,1435,,All pupils,all,3,,Total
500,500,Number of pupils,NUM,1,,6814076 - Eastern High,6814076,1436,,Eligible for free school meals,fsm,1,,
635,635,Number of pupils,NUM,1,,6814076 - Eastern High,6814076,1436,,Eligible for free school meals or transitionally protected,fsmtp,2,,
"1,185",1185,Number of pupils,NUM,1,,6814076 - Eastern High,6814076,1436,,All pupils,all,3,,Total
355,355,Number of pupils,NUM,1,,6814600 - St. Illtyd's Catholic High School,6814600,1437,,Eligible for free school meals,fsm,1,,
465,465,Number of pupils,NUM,1,,6814600 - St. Illtyd's Catholic High School,6814600,1437,,Eligible for free school meals or transitionally protected,fsmtp,2,,
990,990,Number of pupils,NUM,1,,6814600 - St. Illtyd's Catholic High School,6814600,1437,,All pupils,all,3,,Total
310,310,Number of pupils,NUM,1,,6814607 - Mary Immaculate High School,6814607,1438,,Eligible for free school meals,fsm,1,,
385,385,Number of pupils,NUM,1,,6814607 - Mary Immaculate High School,6814607,1438,,Eligible for free school meals or transitionally protected,fsmtp,2,,
870,870,Number of pupils,NUM,1,,6814607 - Mary Immaculate High School,6814607,1438,,All pupils,all,3,,Total
105,105,Number of pupils,NUM,1,,6814608 - Bishop of Llandaff Church in Wales High School,6814608,1439,,Eligible for free school meals,fsm,1,,
170,170,Number of pupils,NUM,1,,6814608 - Bishop of Llandaff Church in Wales High School,6814608,1439,,Eligible for free school meals or transitionally protected,fsmtp,2,,
"1,265",1265,Number of pupils,NUM,1,,6814608 - Bishop of Llandaff Church in Wales High School,6814608,1439,,All pupils,all,3,,Total
355,355,Number of pupils,NUM,1,,6814609 - St Teilo's C-in-W High School,6814609,1440,,Eligible for free school meals,fsm,1,,
475,475,Number of pupils,NUM,1,,6814609 - St Teilo's C-in-W High School,6814609,1440,,Eligible for free school meals or transitionally protected,fsmtp,2,,
"1,375",1375,Number of pupils,NUM,1,,6814609 - St Teilo's C-in-W High School,6814609,1440,,All pupils,all,3,,Total
225,225,Number of pupils,NUM,1,,6814611 - CORPUS CHRISTI CATHOLIC HIGH SCHOOL,6814611,1441,,Eligible for free school meals,fsm,1,,
255,255,Number of pupils,NUM,1,,6814611 - CORPUS CHRISTI CATHOLIC HIGH SCHOOL,6814611,1441,,Eligible for free school meals or transitionally protected,fsmtp,2,,
"1,130",1130,Number of pupils,NUM,1,,6814611 - CORPUS CHRISTI CATHOLIC HIGH SCHOOL,6814611,1441,,All pupils,all,3,,Total
320,320,Number of pupils,NUM,1,,6815403 - Whitchurch High School,6815403,1442,,Eligible for free school meals,fsm,1,,
405,405,Number of pupils,NUM,1,,6815403 - Whitchurch High School,6815403,1442,,Eligible for free school meals or transitionally protected,fsmtp,2,,
"2,460",2460,Number of pupils,NUM,1,,6815403 - Whitchurch High School,6815403,1442,,All pupils,all,3,,Total
60,60,Number of pupils,NUM,1,,6817001 - GREENHILL SPECIAL SCHOOL,6817001,1443,,Eligible for free school meals,fsm,1,,
60,60,Number of pupils,NUM,1,,6817001 - GREENHILL SPECIAL SCHOOL,6817001,1443,,Eligible for free school meals or transitionally protected,fsmtp,2,,
75,75,Number of pupils,NUM,1,,6817001 - GREENHILL SPECIAL SCHOOL,6817001,1443,,All pupils,all,3,,Total
35,35,Number of pupils,NUM,1,,6817005 - THE COURT SCHOOL,6817005,1444,,Eligible for free school meals,fsm,1,,
35,35,Number of pupils,NUM,1,,6817005 - THE COURT SCHOOL,6817005,1444,,Eligible for free school meals or transitionally protected,fsmtp,2,,
40,40,Number of pupils,NUM,1,,6817005 - THE COURT SCHOOL,6817005,1444,,All pupils,all,3,,Total
100,100,Number of pupils,NUM,1,,6817006 - WOODLANDS HIGH SCHOOL,6817006,1445,,Eligible for free school meals,fsm,1,,
115,115,Number of pupils,NUM,1,,6817006 - WOODLANDS HIGH SCHOOL,6817006,1445,,Eligible for free school meals or transitionally protected,fsmtp,2,,
180,180,Number of pupils,NUM,1,,6817006 - WOODLANDS HIGH SCHOOL,6817006,1445,,All pupils,all,3,,Total
50,50,Number of pupils,NUM,1,,6817008 - RIVERBANK SCHOOL,6817008,1446,,Eligible for free school meals,fsm,1,,
55,55,Number of pupils,NUM,1,,6817008 - RIVERBANK SCHOOL,6817008,1446,,Eligible for free school meals or transitionally protected,fsmtp,2,,
80,80,Number of pupils,NUM,1,,6817008 - RIVERBANK SCHOOL,6817008,1446,,All pupils,all,3,,Total
115,115,Number of pupils,NUM,1,,6817011 - TY-GWYN SPECIAL SCHOOL,6817011,1447,,Eligible for free school meals,fsm,1,,
125,125,Number of pupils,NUM,1,,6817011 - TY-GWYN SPECIAL SCHOOL,6817011,1447,,Eligible for free school meals or transitionally protected,fsmtp,2,,
250,250,Number of pupils,NUM,1,,6817011 - TY-GWYN SPECIAL SCHOOL,6817011,1447,,All pupils,all,3,,Total
65,65,Number of pupils,NUM,1,,6817019 - THE HOLLIES SCHOOL,6817019,1448,,Eligible for free school meals,fsm,1,,
70,70,Number of pupils,NUM,1,,6817019 - THE HOLLIES SCHOOL,6817019,1448,,Eligible for free school meals or transitionally protected,fsmtp,2,,
135,135,Number of pupils,NUM,1,,6817019 - THE HOLLIES SCHOOL,6817019,1448,,All pupils,all,3,,Total
45,45,Number of pupils,NUM,1,,6817021 - MEADOWBANK SPECIAL SCHOOL,6817021,1449,,Eligible for free school meals,fsm,1,,
45,45,Number of pupils,NUM,1,,6817021 - MEADOWBANK SPECIAL SCHOOL,6817021,1449,,Eligible for free school meals or transitionally protected,fsmtp,2,,
100,100,Number of pupils,NUM,1,,6817021 - MEADOWBANK SPECIAL SCHOOL,6817021,1449,,All pupils,all,3,,Total
13.6,13.6,Percentage of pupils,PCT,2,,6602130 - Ysgol Gynradd Amlwch,6602130,1,,Eligible for free school meals,fsm,1,,
23.3,23.3,Percentage of pupils,PCT,2,,6602130 - Ysgol Gynradd Amlwch,6602130,1,,Eligible for free school meals or transitionally protected,fsmtp,2,,
31.3,31.3,Percentage of pupils,PCT,2,,6602131 - Ysgol Gynradd Beaumaris,6602131,2,,Eligible for free school meals,fsm,1,,
37.5,37.5,Percentage of pupils,PCT,2,,6602131 - Ysgol Gynradd Beaumaris,6602131,2,,Eligible for free school meals or transitionally protected,fsmtp,2,,
8.2,8.2,Percentage of pupils,PCT,2,,6602132 - Ysgol Gynradd Bodedern,6602132,3,,Eligible for free school meals,fsm,1,,
17.6,17.6,Percentage of pupils,PCT,2,,6602132 - Ysgol Gynradd Bodedern,6602132,3,,Eligible for free school meals or transitionally protected,fsmtp,2,,
6.6,6.6,Percentage of pupils,PCT,2,,6602133 - Ysgol Gymuned Bodffordd,6602133,4,,Eligible for free school meals,fsm,1,,
7.9,7.9,Percentage of pupils,PCT,2,,6602133 - Ysgol Gymuned Bodffordd,6602133,4,,Eligible for free school meals or transitionally protected,fsmtp,2,,
10.2,10.2,Percentage of pupils,PCT,2,,6602135 - Ysgol Gymuned Bryngwran,6602135,5,,Eligible for free school meals,fsm,1,,
14.3,14.3,Percentage of pupils,PCT,2,,6602135 - Ysgol Gymuned Bryngwran,6602135,5,,Eligible for free school meals or transitionally protected,fsmtp,2,,
,,Percentage of pupils,PCT,2,,6602136 - Ysgol Gynradd Brynsiencyn,6602136,6,,Eligible for free school meals,fsm,1,,Confidential
17.1,17.1,Percentage of pupils,PCT,2,,6602136 - Ysgol Gynradd Brynsiencyn,6602136,6,,Eligible for free school meals or transitionally protected,fsmtp,2,,
27,27,Percentage of pupils,PCT,2,,6602138 - Ysgol Cemaes,6602138,7,,Eligible for free school meals,fsm,1,,
31.7,31.7,Percentage of pupils,PCT,2,,6602138 - Ysgol Cemaes,6602138,7,,Eligible for free school meals or transitionally protected,fsmtp,2,,
11.6,11.6,Percentage of pupils,PCT,2,,6602140 - Ysgol Esceifiog,6602140,8,,Eligible for free school meals,fsm,1,,
14.7,14.7,Percentage of pupils,PCT,2,,6602140 - Ysgol Esceifiog,6602140,8,,Eligible for free school meals or transitionally protected,fsmtp,2,,
22,22,Percentage of pupils,PCT,2,,6602142 - Ysgol Gymuned y Ffridd,6602142,9,,Eligible for free school meals,fsm,1,,
30.5,30.5,Percentage of pupils,PCT,2,,6602142 - Ysgol Gymuned y Ffridd,6602142,9,,Eligible for free school meals or transitionally protected,fsmtp,2,,
21.6,21.6,Percentage of pupils,PCT,2,,6602145 - Ysgol Gymuned Moelfre,6602145,10,,Eligible for free school meals,fsm,1,,
39.2,39.2,Percentage of pupils,PCT,2,,6602145 - Ysgol Gymuned Moelfre,6602145,10,,Eligible for free school meals or transitionally protected,fsmtp,2,,
,,Percentage of pupils,PCT,2,,6602146 - Ysgol Gynradd Llanbedrgoch,6602146,11,,Eligible for free school meals,fsm,1,,Confidential
27.3,27.3,Percentage of pupils,PCT,2,,6602146 - Ysgol Gynradd Llanbedrgoch,6602146,11,,Eligible for free school meals or transitionally protected,fsmtp,2,,
1.8,1.8,Percentage of pupils,PCT,2,,6602152 - Ysgol Gynradd Llanfairpwll,6602152,12,,Eligible for free school meals,fsm,1,,
3.3,3.3,Percentage of pupils,PCT,2,,6602152 - Ysgol Gynradd Llanfairpwll,6602152,12,,Eligible for free school meals or transitionally protected,fsmtp,2,,
13.6,13.6,Percentage of pupils,PCT,2,,6602153 - Ysgol Gymuned Llanfechell,6602153,13,,Eligible for free school meals,fsm,1,,
16,16,Percentage of pupils,PCT,2,,6602153 - Ysgol Gymuned Llanfechell,6602153,13,,Eligible for free school meals or transitionally protected,fsmtp,2,,
23.2,23.2,Percentage of pupils,PCT,2,,6602154 - Ysgol Y Graig,6602154,14,,Eligible for free school meals,fsm,1,,
37.9,37.9,Percentage of pupils,PCT,2,,6602154 - Ysgol Y Graig,6602154,14,,Eligible for free school meals or transitionally protected,fsmtp,2,,
18.8,18.8,Percentage of pupils,PCT,2,,6602155 - YSGOL GYNRADD LLANGOED,6602155,15,,Eligible for free school meals,fsm,1,,
24.7,24.7,Percentage of pupils,PCT,2,,6602155 - YSGOL GYNRADD LLANGOED,6602155,15,,Eligible for free school meals or transitionally protected,fsmtp,2,,
8.9,8.9,Percentage of pupils,PCT,2,,6602156 - Ysgol Henblas,6602156,16,,Eligible for free school meals,fsm,1,,
12.2,12.2,Percentage of pupils,PCT,2,,6602156 - Ysgol Henblas,6602156,16,,Eligible for free school meals or transitionally protected,fsmtp,2,,
15.4,15.4,Percentage of pupils,PCT,2,,6602157 - Ysgol Gymuned Llannerch-y-medd,6602157,17,,Eligible for free school meals,fsm,1,,
21.1,21.1,Percentage of pupils,PCT,2,,6602157 - Ysgol Gymuned Llannerch-y-medd,6602157,17,,Eligible for free school meals or transitionally protected,fsmtp,2,,
0,0,Percentage of pupils,PCT,2,,6602160 - Ysgol Pencarnisiog,6602160,18,,Eligible for free school meals,fsm,1,,
,,Percentage of pupils,PCT,2,,6602160 - Ysgol Pencarnisiog,6602160,18,,Eligible for free school meals or transitionally protected,fsmtp,2,,Confidential
6.5,6.5,Percentage of pupils,PCT,2,,6602161 - Ysgol Gymuned Pentraeth,6602161,19,,Eligible for free school meals,fsm,1,,
15.6,15.6,Percentage of pupils,PCT,2,,6602161 - Ysgol Gymuned Pentraeth,6602161,19,,Eligible for free school meals or transitionally protected,fsmtp,2,,
7.8,7.8,Percentage of pupils,PCT,2,,6602162 - Ysgol Penysarn,6602162,20,,Eligible for free school meals,fsm,1,,
18.8,18.8,Percentage of pupils,PCT,2,,6602162 - Ysgol Penysarn,6602162,20,,Eligible for free school meals or transitionally protected,fsmtp,2,,
4.7,4.7,Percentage of pupils,PCT,2,,6602163 - Ysgol Santes Gwenfaen,6602163,21,,Eligible for free school meals,fsm,1,,
9.4,9.4,Percentage of pupils,PCT,2,,6602163 - Ysgol Santes Gwenfaen,6602163,21,,Eligible for free school meals or transitionally protected,fsmtp,2,,
6.7,6.7,Percentage of pupils,PCT,2,,6602164 - Ysgol Gynradd Rhosneigr,6602164,22,,Eligible for free school meals,fsm,1,,
14.7,14.7,Percentage of pupils,PCT,2,,6602164 - Ysgol Gynradd Rhosneigr,6602164,22,,Eligible for free school meals or transitionally protected,fsmtp,2,,
,,Percentage of pupils,PCT,2,,6602165 - Ysgol Gynradd Rhosybol,6602165,23,,Eligible for free school meals,fsm,1,,Confidential
12,12,Percentage of pupils,PCT,2,,6602165 - Ysgol Gynradd Rhosybol,6602165,23,,Eligible for free school meals or transitionally protected,fsmtp,2,,
23.7,23.7,Percentage of pupils,PCT,2,,6602168 - Ysgol Gymuned y Fali,6602168,24,,Eligible for free school meals,fsm,1,,
31.4,31.4,Percentage of pupils,PCT,2,,6602168 - Ysgol Gymuned y Fali,6602168,24,,Eligible for free school meals or transitionally protected,fsmtp,2,,
33.6,33.6,Percentage of pupils,PCT,2,,6602169 - Ysgol Llanfawr,6602169,25,,Eligible for free school meals,fsm,1,,
47.7,47.7,Percentage of pupils,PCT,2,,6602169 - Ysgol Llanfawr,6602169,25,,Eligible for free school meals or transitionally protected,fsmtp,2,,
5.1,5.1,Percentage of pupils,PCT,2,,6602170 - Ysgol Goronwy Owen,6602170,26,,Eligible for free school meals,fsm,1,,
11.6,11.6,Percentage of pupils,PCT,2,,6602170 - Ysgol Goronwy Owen,6602170,26,,Eligible for free school meals or transitionally protected,fsmtp,2,,
21,21,Percentage of pupils,PCT,2,,6602173 - Ysgol Gynradd Y Tywyn,6602173,27,,Eligible for free school meals,fsm,1,,
30,30,Percentage of pupils,PCT,2,,6602173 - Ysgol Gynradd Y Tywyn,6602173,27,,Eligible for free school meals or transitionally protected,fsmtp,2,,
6.9,6.9,Percentage of pupils,PCT,2,,6602174 - Ysgol Gynradd Llandegfan,6602174,28,,Eligible for free school meals,fsm,1,,
13.8,13.8,Percentage of pupils,PCT,2,,6602174 - Ysgol Gynradd Llandegfan,6602174,28,,Eligible for free school meals or transitionally protected,fsmtp,2,,
10.9,10.9,Percentage of pupils,PCT,2,,6602175 - Ysgol Gynradd y Borth,6602175,29,,Eligible for free school meals,fsm,1,,
14.6,14.6,Percentage of pupils,PCT,2,,6602175 - Ysgol Gynradd y Borth,6602175,29,,Eligible for free school meals or transitionally protected,fsmtp,2,,
22.9,22.9,Percentage of pupils,PCT,2,,6602176 - Ysgol Gynradd Kingsland,6602176,30,,Eligible for free school meals,fsm,1,,
31.9,31.9,Percentage of pupils,PCT,2,,6602176 - Ysgol Gynradd Kingsland,6602176,30,,Eligible for free school meals or transitionally protected,fsmtp,2,,
10.7,10.7,Percentage of pupils,PCT,2,,6602177 - Ysgol Gymraeg Morswyn,6602177,31,,Eligible for free school meals,fsm,1,,
15.2,15.2,Percentage of pupils,PCT,2,,6602177 - Ysgol Gymraeg Morswyn,6602177,31,,Eligible for free school meals or transitionally protected,fsmtp,2,,
8.3,8.3,Percentage of pupils,PCT,2,,6602226 - Ysgol Gynradd Corn Hir,6602226,32,,Eligible for free school meals,fsm,1,,
11.8,11.8,Percentage of pupils,PCT,2,,6602226 - Ysgol Gynradd Corn Hir,6602226,32,,Eligible for free school meals or transitionally protected,fsmtp,2,,
9.3,9.3,Percentage of pupils,PCT,2,,6602227 - Rhyd y Llan,6602227,33,,Eligible for free school meals,fsm,1,,
18.6,18.6,Percentage of pupils,PCT,2,,6602227 - Rhyd y Llan,6602227,33,,Eligible for free school meals or transitionally protected,fsmtp,2,,
5.3,5.3,Percentage of pupils,PCT,2,,6602228 - Ysgol Parc y Bont,6602228,34,,Eligible for free school meals,fsm,1,,
7.1,7.1,Percentage of pupils,PCT,2,,6602228 - Ysgol Parc y Bont,6602228,34,,Eligible for free school meals or transitionally protected,fsmtp,2,,
24,24,Percentage of pupils,PCT,2,,6603036 - Cybi,6603036,35,,Eligible for free school meals,fsm,1,,
32.5,32.5,Percentage of pupils,PCT,2,,6603036 - Cybi,6603036,35,,Eligible for free school meals or transitionally protected,fsmtp,2,,
22.6,22.6,Percentage of pupils,PCT,2,,6603037 - Ysgol Santes Dwynwen,6603037,36,,Eligible for free school meals,fsm,1,,
30.2,30.2,Percentage of pupils,PCT,2,,6603037 - Ysgol Santes Dwynwen,6603037,36,,Eligible for free school meals or transitionally protected,fsmtp,2,,
22.2,22.2,Percentage of pupils,PCT,2,,6603304 - Ysgol Santes Fair,6603304,37,,Eligible for free school meals,fsm,1,,
29.3,29.3,Percentage of pupils,PCT,2,,6603304 - Ysgol Santes Fair,6603304,37,,Eligible for free school meals or transitionally protected,fsmtp,2,,
15.5,15.5,Percentage of pupils,PCT,2,,6604025 - Ysgol Syr Thomas Jones,6604025,38,,Eligible for free school meals,fsm,1,,
22.9,22.9,Percentage of pupils,PCT,2,,6604025 - Ysgol Syr Thomas Jones,6604025,38,,Eligible for free school meals or transitionally protected,fsmtp,2,,
24.9,24.9,Percentage of pupils,PCT,2,,6604026 - Ysgol Uwchradd Caergybi,6604026,39,,Eligible for free school meals,fsm,1,,
33.7,33.7,Percentage of pupils,PCT,2,,6604026 - Ysgol Uwchradd Caergybi,6604026,39,,Eligible for free school meals or transitionally protected,fsmtp,2,,
15.1,15.1,Percentage of pupils,PCT,2,,6604027 - Ysgol Gyfun Llangefni,6604027,40,,Eligible for free school meals,fsm,1,,
18.5,18.5,Percentage of pupils,PCT,2,,6604027 - Ysgol Gyfun Llangefni,6604027,40,,Eligible for free school meals or transitionally protected,fsmtp,2,,
9.3,9.3,Percentage of pupils,PCT,2,,6604028 - Ysgol David Hughes,6604028,41,,Eligible for free school meals,fsm,1,,
15.3,15.3,Percentage of pupils,PCT,2,,6604028 - Ysgol David Hughes,6604028,41,,Eligible for free school meals or transitionally protected,fsmtp,2,,
17.7,17.7,Percentage of pupils,PCT,2,,6604029 - Ysgol Uwchradd Bodedern,6604029,42,,Eligible for free school meals,fsm,1,,
19.6,19.6,Percentage of pupils,PCT,2,,6604029 - Ysgol Uwchradd Bodedern,6604029,42,,Eligible for free school meals or transitionally protected,fsmtp,2,,
10,10,Percentage of pupils,PCT,2,,6605200 - Ysgol Caergeiliog,6605200,43,,Eligible for free school meals,fsm,1,,
14.2,14.2,Percentage of pupils,PCT,2,,6605200 - Ysgol Caergeiliog,6605200,43,,Eligible for free school meals or transitionally protected,fsmtp,2,,
48.8,48.8,Percentage of pupils,PCT,2,,6607011 - Canolfan Addysg y Bont,6607011,44,,Eligible for free school meals,fsm,1,,
50.4,50.4,Percentage of pupils,PCT,2,,6607011 - Canolfan Addysg y Bont,6607011,44,,Eligible for free school meals or transitionally protected,fsmtp,2,,
20.6,20.6,Percentage of pupils,PCT,2,,6612000 - Ysgol Gwaun Gyfni,6612000,45,,Eligible for free school meals,fsm,1,,
32.1,32.1,Percentage of pupils,PCT,2,,6612000 - Ysgol Gwaun Gyfni,6612000,45,,Eligible for free school meals or transitionally protected,fsmtp,2,,
11.5,11.5,Percentage of pupils,PCT,2,,6612004 - YSGOL GYNRADD NEFYN,6612004,46,,Eligible for free school meals,fsm,1,,
