FID,uprn,school_code,school_name,la_code,local_authority,sector,governance,wm_code,welsh_medium,school_type,religious_character,address_1,address_2,address_3,address_4,postcode,phone_number,pupils,rhif_yr_ysgol,enwr_ysgol,cod_all,awdurdod_lleol,llywodraethu,cod_cc,math_o_gyfrwng_cymraeg,math_o_ysgol,cymeriad_crefyddol,cyfeiriad_1,cyfeiriad_2,cyfeiriad_3,cyfeiriad_4,cod_post,rhif_ffon,disgyblion,id,geom
maintained_schools_wg.1323,100101046588,6804059,Caerleon Comprehensive School,680,Newport,Secondary,Community,EM,English medium school / provision,Secondary (ages 11-19),---,Cold Bath Road,Caerleon,Newport,,NP18 1NF,01633420106,1471,6804059,Caerleon Comprehensive School,680,Casnewydd,Cymuned,EM,Cyfrwng Saesneg,Uwchradd (ystod oedran 11-19),---,Cold Bath Road,Caerleon,Newport,,NP18 1NF,01633420106,1471,1323,POINT (-2.961356755584054 51.61014626920329)
maintained_schools_wg.1324,10093296258,6804060,Ysgol Gyfun Gwent Is Coed,680,Newport,Secondary,Community,WM,Welsh medium school / provision (including transitional),Secondary (ages 11-19),---,Duffryn Way,Duffryn,Newport,,NP10 8BX,01633851614,537,6804060,Ysgol Gyfun Gwent Is Coed,680,Casnewydd,Cymuned,WM,Cyfrwng Cymraeg,Uwchradd (ystod oedran 11-19),---,Duffryn Way,Duffryn,Newport,,NP10 8BX,01633851614,537,1324,POINT (-3.0142034445915287 51.55910221899295)
maintained_schools_wg.1325,10010553330,6804602,St Joseph's RC High School,680,Newport,Secondary,Voluntary aided,EM,English medium school / provision,Secondary (ages 11-19),Roman Catholic,Pencarn Way,Tredegar Park,Newport,,NP10 8XH,01633653110,1457,6804602,St Joseph's RC High School,680,Casnewydd,Gwirfoddol a Gynorthwyir,EM,Cyfrwng Saesneg,Uwchradd (ystod oedran 11-19),Eglwys Gatholig,Pencarn Way,Tredegar Park,Newport,,NP10 8XH,01633653110,1457,1325,POINT (-3.0238649871398153 51.55710630051594)
maintained_schools_wg.1326,100101041612,6812001,MILLBANK PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Clarke Street,Caerau,Cardiff,,CF5 5AL,02920562595,251,6812001,MILLBANK PRIMARY SCHOOL,681,Caerdydd,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Clarke Street,Caerau,Cardiff,,CF5 5AL,02920562595,251,1326,POINT (-3.2310517700706844 51.482937078156304)
maintained_schools_wg.1328,100101040811,6812005,ALBANY PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Albany Road,Roath,Cardiff,,CF24 3RR,02920499520,411,6812005,ALBANY PRIMARY SCHOOL,681,Caerdydd,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Albany Road,Roath,Cardiff,,CF24 3RR,02920499520,411,1328,POINT (-3.1680516455240553 51.49332888233662)
maintained_schools_wg.1329,100101042825,6812009,BADEN POWELL PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Muirton Road,Splott,Cardiff,,CF24 2SJ,02920461894,292,6812009,BADEN POWELL PRIMARY SCHOOL,681,Caerdydd,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Muirton Road,Splott,Cardiff,,CF24 2SJ,02920461894,292,1329,POINT (-3.141827032361122 51.48493700964693)
maintained_schools_wg.1330,100101040931,6812011,BIRCHGROVE PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium school / provision,Infants & Juniors,---,Birchgrove Road,Heath,Cardiff,,CF14 1RR,02920628204,369,6812011,BIRCHGROVE PRIMARY SCHOOL,681,Caerdydd,Cymuned,EM,Cyfrwng Saesneg,Iau a babanod,---,Birchgrove Road,Heath,Cardiff,,CF14 1RR,02920628204,369,1330,POINT (-3.2009076820285727 51.5108189202552)
maintained_schools_wg.1331,100101040936,6812015,TRELAI PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Bishopston Road,Caerau,Cardiff,,CF5 5DY,02920402814,329,6812015,TRELAI PRIMARY SCHOOL,681,Caerdydd,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Bishopston Road,Caerau,Cardiff,,CF5 5DY,02920402814,329,1331,POINT (-3.2335937538167276 51.47680481799324)
maintained_schools_wg.1332,10002525543,6812017,FAIRWATER PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium school / provision,Infants & Juniors,---,Wellwright Road,Fairwater,Cardiff,,CF5 3ED,02920563160,159,6812017,FAIRWATER PRIMARY SCHOOL,681,Caerdydd,Cymuned,EM,Cyfrwng Saesneg,Iau a babanod,---,Wellwright Road,Fairwater,Cardiff,,CF5 3ED,02920563160,159,1332,POINT (-3.2457262914276845 51.48872576028227)
maintained_schools_wg.1333,100101041715,6812019,GABALFA PRIMARY,681,Cardiff,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Colwill Road,Llandaff North,Cardiff,,CF14 2QQ,02920624615,237,6812019,GABALFA PRIMARY,681,Caerdydd,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Colwill Road,Llandaff North,Cardiff,,CF14 2QQ,02920624615,237,1333,POINT (-3.2162165426576927 51.50040200713342)
maintained_schools_wg.1334,100101042472,6812031,Kitchener Primary School,681,Cardiff,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,1 Kitchener Road,Riverside,Cardiff,,CF11 6HT,02920387505,449,6812031,Kitchener Primary School,681,Caerdydd,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,1 Kitchener Road,Riverside,Cardiff,,CF11 6HT,02920387505,449,1334,POINT (-3.20014935783394 51.47867160031243)
maintained_schools_wg.1335,100101042972,6812033,LANSDOWNE PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Norfolk Street,Canton,Cardiff,,CF5 1JY,02920383184,315,6812033,LANSDOWNE PRIMARY SCHOOL,681,Caerdydd,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Norfolk Street,Canton,Cardiff,,CF5 1JY,02920383184,315,1335,POINT (-3.214210219417341 51.48162004572757)
maintained_schools_wg.1336,100101042756,6812037,MOORLAND PRIMARY,681,Cardiff,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Moorland Road,Splott,Cardiff,,CF24 2LJ,02920462170,400,6812037,MOORLAND PRIMARY,681,Caerdydd,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Moorland Road,Splott,Cardiff,,CF24 2LJ,02920462170,400,1336,POINT (-3.1468743880331624 51.47995002642276)
maintained_schools_wg.1337,100101043256,6812039,Radnor Primary School,681,Cardiff,Primary,Community,EM,English medium school / provision,Infants & Juniors,---,Radnor Road,Canton,Cardiff,,CF5 1RB,02920387506,226,6812039,Radnor Primary School,681,Caerdydd,Cymuned,EM,Cyfrwng Saesneg,Iau a babanod,---,Radnor Road,Canton,Cardiff,,CF5 1RB,02920387506,226,1337,POINT (-3.2080475313874373 51.48438128964566)
maintained_schools_wg.1338,100101042180,6812041,RHYDYPENAU PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Rhyd Y Penau Road,Cyncoed,Cardiff,,CF14 0NX,02920757253,488,6812041,RHYDYPENAU PRIMARY SCHOOL,681,Caerdydd,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Rhyd Y Penau Road,Cyncoed,Cardiff,,CF14 0NX,02920757253,488,1338,POINT (-3.176650226212392 51.5223675985237)
maintained_schools_wg.1339,100101043111,6812043,ROATH PARK PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Pen-Y-Wain Road,Roath,Cardiff,,CF24 4BB,02920499549,451,6812043,ROATH PARK PRIMARY SCHOOL,681,Caerdydd,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Pen-Y-Wain Road,Roath,Cardiff,,CF24 4BB,02920499549,451,1339,POINT (-3.1700925873634915 51.497651615986996)
maintained_schools_wg.1340,100101042596,6812045,GREENWAY PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Llanstephan Road,Rumney,Cardiff,,CF3 3JG,02920777048,245,6812045,GREENWAY PRIMARY SCHOOL,681,Caerdydd,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Llanstephan Road,Rumney,Cardiff,,CF3 3JG,02920777048,245,1340,POINT (-3.1224357568702223 51.50931234585553)
maintained_schools_wg.1341,100101043543,6812050,STACEY PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Stacey Road,Adamsdown,Cardiff,,CF24 1DW,02920499508,204,6812050,STACEY PRIMARY SCHOOL,681,Caerdydd,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Stacey Road,Adamsdown,Cardiff,,CF24 1DW,02920499508,204,1341,POINT (-3.1543242164153797 51.49048851709754)
maintained_schools_wg.1342,100101042645,6812052,TON-YR-YWEN PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Maes-Y-Coed Road,Heath,Cardiff,,CF14 4HG,02920754633,454,6812052,TON-YR-YWEN PRIMARY SCHOOL,681,Caerdydd,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Maes-Y-Coed Road,Heath,Cardiff,,CF14 4HG,02920754633,454,1342,POINT (-3.1911081844264606 51.52018948938581)
maintained_schools_wg.1343,100101043215,6812061,PETER LEA PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Carter Place,Fairwater,Cardiff,,CF5 3NP,02920562034,303,6812061,PETER LEA PRIMARY SCHOOL,681,Caerdydd,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Carter Place,Fairwater,Cardiff,,CF5 3NP,02920562034,303,1343,POINT (-3.242609846505272 51.49700444727955)
maintained_schools_wg.1344,100101040941,6812065,BRYN HAFOD PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Blagdon Close,Llanrumney,Cardiff,,CF3 4HF,02920793402,367,6812065,BRYN HAFOD PRIMARY SCHOOL,681,Caerdydd,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Blagdon Close,Llanrumney,Cardiff,,CF3 4HF,02920793402,367,1344,POINT (-3.1294624740400976 51.51725660353831)
maintained_schools_wg.1345,100101042067,6812069,Pen-Y-Bryn Primary School,681,Cardiff,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Dunster Road,Llanrumney,Cardiff,,CF3 5TP,02920777618,246,6812069,Pen-Y-Bryn Primary School,681,Caerdydd,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Dunster Road,Llanrumney,Cardiff,,CF3 5TP,02920777618,246,1345,POINT (-3.1161968770229924 51.523480064783435)
maintained_schools_wg.1346,100101043726,6812072,COED GLAS C P SCHOOL,681,Cardiff,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Ty Glas Avenue,Llanishen,Cardiff,,CF14 5DW,02920754862,474,6812072,COED GLAS PRIMARY SCHOOL,681,Caerdydd,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Ty Glas Avenue,Llanishen,Cardiff,,CF14 5DW,02920754862,474,1346,POINT (-3.1854099120683914 51.5277644195114)
maintained_schools_wg.1347,100101043016,6812074,LAKESIDE PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Ontario Way,Cyncoed,Cardiff,,CF23 6HB,02920767050,473,6812074,LAKESIDE PRIMARY SCHOOL,681,Caerdydd,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Ontario Way,Cyncoed,Cardiff,,CF23 6HB,02920767050,473,1347,POINT (-3.16847124381919 51.512549337874184)
maintained_schools_wg.1348,200001850888,6812075,PENTREBANE PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Beechley Drive,Fairwater,Cardiff,,CF5 3SG,02920565773,199,6812075,PENTREBANE PRIMARY SCHOOL,681,Caerdydd,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Beechley Drive,Fairwater,Cardiff,,CF5 3SG,02920565773,199,1348,POINT (-3.2535363324893853 51.49410063828621)
maintained_schools_wg.1349,100101040766,6812084,MOUNT STUART PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Adelaide Street,Butetown,Cardiff,,CF10 5BS,02920481188,439,6812084,MOUNT STUART PRIMARY SCHOOL,681,Caerdydd,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Adelaide Street,Butetown,Cardiff,,CF10 5BS,02920481188,439,1349,POINT (-3.169621196616066 51.46347805979516)
maintained_schools_wg.1350,100101042333,6812090,LLANISHEN FACH PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Heol Uchaf,Rhiwbina,Cardiff,,CF14 6SS,02920627886,527,6812090,LLANISHEN FACH PRIMARY SCHOOL,681,Caerdydd,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Heol Uchaf,Rhiwbina,Cardiff,,CF14 6SS,02920627886,527,1350,POINT (-3.20904334412143 51.53126378826912)
maintained_schools_wg.1351,200002933035,6812092,RHIWBEINA PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Lon Ucha,Rhiwbina,Cardiff,,CF14 6HL,02920623732,687,6812092,RHIWBEINA PRIMARY SCHOOL,681,Caerdydd,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Lon Ucha,Rhiwbina,Cardiff,,CF14 6HL,02920623732,687,1351,POINT (-3.2158745243847737 51.52468305223746)
maintained_schools_wg.1352,100101043793,6812094,LLANEDEYRN PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Wellwood,Llanedeyrn,Cardiff,,CF23 9JN,02920736420,229,6812094,LLANEDEYRN PRIMARY SCHOOL,681,Caerdydd,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Wellwood,Llanedeyrn,Cardiff,,CF23 9JN,02920736420,229,1352,POINT (-3.1510576216771162 51.508333528709294)
maintained_schools_wg.1353,200001850835,6812096,SPRINGWOOD PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Pennsylvania,Llanedeyrn,Cardiff,,CF23 9LS,02920735101,300,6812096,SPRINGWOOD PRIMARY SCHOOL,681,Caerdydd,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Pennsylvania,Llanedeyrn,Cardiff,,CF23 9LS,02920735101,300,1353,POINT (-3.157677133717656 51.51480544670543)
maintained_schools_wg.1354,100101043388,6812101,NINIAN PARK PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Virgil Street,Leckwith,Cardiff,,CF11 8TF,02920388991,566,6812101,NINIAN PARK PRIMARY SCHOOL,681,Caerdydd,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Virgil Street,Leckwith,Cardiff,,CF11 8TF,02920388991,566,1354,POINT (-3.194971515241832 51.46954372029294)
maintained_schools_wg.1355,100101042405,6812104,CORYTON PRIMARY,681,Cardiff,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Hollybush Estate,Whitchurch,Cardiff,,CF14 7DS,02920616792,172,6812104,CORYTON PRIMARY,681,Caerdydd,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Hollybush Estate,Whitchurch,Cardiff,,CF14 7DS,02920616792,172,1355,POINT (-3.2366831007901538 51.52232540712372)
maintained_schools_wg.1356,200001850827,6812107,BRYN CELYN PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Bryn Celyn,Pentwyn,Cardiff,,CF23 7EH,02920400770,188,6812107,BRYN CELYN PRIMARY SCHOOL,681,Caerdydd,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Bryn Celyn,Pentwyn,Cardiff,,CF23 7EH,02920400770,188,1356,POINT (-3.141718383462784 51.524685401662126)
maintained_schools_wg.1357,100101042646,6812111,Y G G Gwaelod y Garth,681,Cardiff,Primary,Community,DS,Dual language school / provision (Welsh and English) (including transitional),"Nursery, Infants & Juniors",---,Main Road,Gwaelod-y-Garth,Cardiff,,CF15 9HJ,02920810489,237,6812111,YSGOL GYNRADD GWAELOD Y GARTH,681,Caerdydd,Cymuned,DS,Ddwy ffrwd,"Iau, babanod a meithrin",---,Main Road,Gwaelod-y-Garth,Cardiff,,CF15 9HJ,02920810489,237,1357,POINT (-3.273807446401464 51.543796393229194)
maintained_schools_wg.1358,100101043072,6812132,RADYR PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Park Road,Radyr,Cardiff,,CF15 8DF,02920842228,449,6812132,RADYR PRIMARY SCHOOL,681,Caerdydd,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Park Road,Radyr,Cardiff,,CF15 8DF,02920842228,449,1358,POINT (-3.257865666885879 51.51897093875843)
maintained_schools_wg.1359,100101042672,6812137,Tongwynlais Primary School,681,Cardiff,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Merthyr Road,Tongwynlais,Cardiff,,CF15 7LF,02920810383,189,6812137,Tongwynlais Primary School,681,Caerdydd,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Merthyr Road,Tongwynlais,Cardiff,,CF15 7LF,02920810383,189,1359,POINT (-3.249200765718258 51.530456301879106)
maintained_schools_wg.1360,200001850859,6812147,LLYSFAEN PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium school / provision,Infants & Juniors,---,Rowan Way,Lisvane,Cardiff,,CF14 0TB,02920756071,467,6812147,LLYSFAEN PRIMARY SCHOOL,681,Caerdydd,Cymuned,EM,Cyfrwng Saesneg,Iau a babanod,---,Rowan Way,Lisvane,Cardiff,,CF14 0TB,02920756071,467,1360,POINT (-3.1742340754587195 51.542182852966405)
maintained_schools_wg.1361,100101041056,6812153,BRYN DERI PRIMARY,681,Cardiff,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Caer Graig,Radyr,Cardiff,,CF15 8RD,02920843328,226,6812153,BRYN DERI PRIMARY,681,Caerdydd,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Caer Graig,Radyr,Cardiff,,CF15 8RD,02920843328,226,1361,POINT (-3.26198657568191 51.52205585541154)
maintained_schools_wg.1362,100101042178,6812164,OAKFIELD PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Ferntree Drive,Trowbridge,Cardiff,,CF3 0AA,02920799396,458,6812164,OAKFIELD PRIMARY SCHOOL,681,Caerdydd,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Ferntree Drive,Trowbridge,Cardiff,,CF3 0AA,02920799396,458,1362,POINT (-3.1079132462253707 51.52425997127212)
maintained_schools_wg.1363,100101042232,6812166,YSGOL GYMRAEG MELIN GRUFFYDD,681,Cardiff,Primary,Community,WM,Welsh medium school / provision (including transitional),"Nursery, Infants & Juniors",---,Glan-Y-Nant Road,Whitchurch,Cardiff,,CF14 1AP,02920691247,456,6812166,YSGOL GYMRAEG MELIN GRUFFYDD,681,Caerdydd,Cymuned,WM,Cyfrwng Cymraeg,"Iau, babanod a meithrin",---,Glan-Y-Nant Road,Whitchurch,Cardiff,,CF14 1AP,02920691247,456,1363,POINT (-3.2171328701892197 51.514032594077044)
maintained_schools_wg.1364,100101042587,6812169,Ysgol Y Wern,681,Cardiff,Primary,Community,WM,Welsh medium school / provision (including transitional),"Nursery, Infants & Juniors",---,Llangrannog Road,Llanishen,Cardiff,,CF14 5BL,02920762114,673,6812169,Ysgol-Y-Wern,681,Caerdydd,Cymuned,WM,Cyfrwng Cymraeg,"Iau, babanod a meithrin",---,Llangrannog Road,Llanishen,Cardiff,,CF14 5BL,02920762114,673,1364,POINT (-3.1982925619105886 51.532062265705775)
maintained_schools_wg.1365,200002938819,6812170,YSGOL GYMRAEG COED Y GOF,681,Cardiff,Primary,Community,WM,Welsh medium school / provision (including transitional),Infants & Juniors,---,Beechley Drive,Fairwater,Cardiff,,CF5 3SG,02920564585,188,6812170,YSGOL GYMRAEG COED-Y-GOF,681,Caerdydd,Cymuned,WM,Cyfrwng Cymraeg,Iau a babanod,---,Beechley Drive,Fairwater,Cardiff,,CF5 3SG,02920564585,188,1365,POINT (-3.254460454402549 51.4941806743736)
maintained_schools_wg.1366,200001679358,6812171,YSGOL BRO EIRWG,681,Cardiff,Primary,Community,WM,Welsh medium school / provision (including transitional),"Nursery, Infants & Juniors",---,Ridgeway Road,Llanrumney,Cardiff,,CF3 4AB,02920777124,367,6812171,YSGOL BRO EIRWG,681,Caerdydd,Cymuned,WM,Cyfrwng Cymraeg,"Iau, babanod a meithrin",---,Ridgeway Road,Llanrumney,Cardiff,,CF3 4AB,02920777124,367,1366,POINT (-3.136650962015219 51.51191793362693)
maintained_schools_wg.1367,200002932430,6812173,YSGOL TREGANNA,681,Cardiff,Primary,Community,WM,Welsh medium school / provision (including transitional),Infants & Juniors,---,Sanatorium Road,Canton,Cardiff,,CF11 8DG,02920590830,659,6812173,YSGOL GYMRAEG TREGANNA,681,Caerdydd,Cymuned,WM,Cyfrwng Cymraeg,Iau a babanod,---,Sanatorium Road,Canton,Cardiff,,CF11 8DG,02920590830,659,1367,POINT (-3.2167333602173227 51.47941540826146)
